# t=4.00
# x u
0.0250000000 6.6323184489975470e-02
0.0750000000 6.6355933670452158e-02
0.1250000000 6.6421401627917098e-02
0.1750000000 6.6519527577844337e-02
0.2250000000 6.6650220399579768e-02
0.2750000000 6.6813358703724179e-02
0.3250000000 6.7008790922011841e-02
0.3750000000 6.7236335419714299e-02
0.4250000000 6.7495780630604227e-02
0.4750000000 6.7786885214521073e-02
0.5250000000 6.8109378237584117e-02
0.5750000000 6.8462959375104035e-02
0.6250000000 6.8847299137245910e-02
0.6750000000 6.9262039117499924e-02
0.7250000000 6.9706792264016326e-02
0.7750000000 7.0181143173861441e-02
0.8250000000 7.0684648410249823e-02
0.8750000000 7.1216836842804415e-02
0.9250000000 7.1777210010892878e-02
0.9750000000 7.2365242510081224e-02
1.0250000000 7.2980382401739513e-02
1.0750000000 7.3622051645823722e-02
1.1250000000 7.4289646556848221e-02
1.1750000000 7.4982538283049710e-02
1.2250000000 7.5700073308729160e-02
1.2750000000 7.6441573979742411e-02
1.3250000000 7.7206339052090928e-02
1.3750000000 7.7993644263546019e-02
1.4250000000 7.8802742928216124e-02
1.4750000000 7.9632866553944942e-02
1.5250000000 8.0483225482401874e-02
1.5750000000 8.1353009551699940e-02
1.6250000000 8.2241388781347236e-02
1.6750000000 8.3147514079307996e-02
1.7250000000 8.4070517970917566e-02
1.7750000000 8.5009515349361908e-02
1.8250000000 8.5963604247397990e-02
1.8750000000 8.6931866629955223e-02
1.9250000000 8.7913369207220288e-02
1.9750000000 8.8907164267770677e-02
2.0250000000 8.9912290531280956e-02
2.0750000000 9.0927774020287025e-02
2.1250000000 9.1952628950451878e-02
2.1750000000 9.2985858638734306e-02
2.2250000000 9.4026456428820543e-02
2.2750000000 9.5073406633135349e-02
2.3250000000 9.6125685490706436e-02
2.3750000000 9.7182262140113579e-02
2.4250000000 9.8242099606709959e-02
2.4750000000 9.9304155803261129e-02
2.5250000000 1.0036738454310479e-01
2.5750000000 1.0143073656489220e-01
2.6250000000 1.0249316056793084e-01
2.6750000000 1.0355360425710872e-01
2.7250000000 1.0461101539633978e-01
2.7750000000 1.0566434286943296e-01
2.8250000000 1.0671253774724979e-01
2.8750000000 1.0775455435998069e-01
2.9250000000 1.0878935137333565e-01
2.9750000000 1.0981589286741350e-01
3.0250000000 1.1083314941698336e-01
3.0750000000 1.1184009917188409e-01
3.1250000000 1.1283572893622176e-01
3.1750000000 1.1381903524502082e-01
3.2250000000 1.1478902543696434e-01
3.2750000000 1.1574471872183950e-01
3.3250000000 1.1668514724128852e-01
3.3750000000 1.1760935712145204e-01
3.4250000000 1.1851640951608178e-01
3.4750000000 1.1940538163869092e-01
3.5250000000 1.2027536778230755e-01
3.5750000000 1.2112548032539343e-01
3.6250000000 1.2195485072249335e-01
3.6750000000 1.2276263047818449e-01
3.7250000000 1.2354799210290320e-01
3.7750000000 1.2431013004923822e-01
3.8250000000 1.2504826162729371e-01
3.8750000000 1.2576162789774281e-01
3.9250000000 1.2644949454121424e-01
3.9750000000 1.2711115270267787e-01
4.0250000000 1.2774591980952318e-01
4.0750000000 1.2835314036205442e-01
4.1250000000 1.2893218669516116e-01
4.1750000000 1.2948245970995775e-01
4.2250000000 1.3000338957422758e-01
4.2750000000 1.3049443639054775e-01
4.3250000000 1.3095509083101722e-01
4.3750000000 1.3138487473755947e-01
4.4250000000 1.3178334168682032e-01
4.4750000000 1.3215007751873625e-01
4.5250000000 1.3248470082790303e-01
4.5750000000 1.3278686341693369e-01
4.6250000000 1.3305625071105301e-01
4.6750000000 1.3329258213323975e-01
4.7250000000 1.3349561143928979e-01
4.7750000000 1.3366512701223987e-01
4.8250000000 1.3380095211565768e-01
4.8750000000 1.3390294510537276e-01
4.9250000000 1.3397099959929151e-01
4.9750000000 1.3400504460501025e-01
5.0250000000 1.3400504460501025e-01
5.0750000000 1.3397099959929151e-01
5.1250000000 1.3390294510537279e-01
5.1750000000 1.3380095211565773e-01
5.2250000000 1.3366512701223993e-01
5.2750000000 1.3349561143928984e-01
5.3250000000 1.3329258213323980e-01
5.3750000000 1.3305625071105309e-01
5.4250000000 1.3278686341693380e-01
5.4750000000 1.3248470082790320e-01
5.5250000000 1.3215007751873636e-01
5.5750000000 1.3178334168682046e-01
5.6250000000 1.3138487473755961e-01
5.6750000000 1.3095509083101731e-01
5.7250000000 1.3049443639054784e-01
5.7750000000 1.3000338957422769e-01
5.8250000000 1.2948245970995781e-01
5.8750000000 1.2893218669516121e-01
5.9250000000 1.2835314036205453e-01
5.9750000000 1.2774591980952324e-01
6.0250000000 1.2711115270267795e-01
6.0750000000 1.2644949454121429e-01
6.1250000000 1.2576162789774284e-01
6.1750000000 1.2504826162729374e-01
6.2250000000 1.2431013004923824e-01
6.2750000000 1.2354799210290322e-01
6.3250000000 1.2276263047818453e-01
6.3750000000 1.2195485072249339e-01
6.4250000000 1.2112548032539346e-01
6.4750000000 1.2027536778230757e-01
6.5250000000 1.1940538163869094e-01
6.5750000000 1.1851640951608178e-01
6.6250000000 1.1760935712145204e-01
6.6750000000 1.1668514724128851e-01
6.7250000000 1.1574471872183950e-01
6.7750000000 1.1478902543696431e-01
6.8250000000 1.1381903524502077e-01
6.8750000000 1.1283572893622171e-01
6.9250000000 1.1184009917188403e-01
6.9750000000 1.1083314941698327e-01
7.0250000000 1.0981589286741344e-01
7.0750000000 1.0878935137333562e-01
7.1250000000 1.0775455435998067e-01
7.1750000000 1.0671253774724979e-01
7.2250000000 1.0566434286943298e-01
7.2750000000 1.0461101539633980e-01
7.3250000000 1.0355360425710872e-01
