# t=4.00
# x u
7.3750000000 1.0249316056793083e-01
7.4250000000 1.0143073656489220e-01
7.4750000000 1.0036738454310482e-01
7.5250000000 9.9304155803261157e-02
7.5750000000 9.8242099606710015e-02
7.6250000000 9.7182262140113648e-02
7.6750000000 9.6125685490706506e-02
7.7250000000 9.5073406633135432e-02
7.7750000000 9.4026456428820654e-02
7.8250000000 9.2985858638734431e-02
7.8750000000 9.1952628950452003e-02
7.9250000000 9.0927774020287178e-02
7.9750000000 8.9912290531281081e-02
8.0250000000 8.8907164267770816e-02
8.0750000000 8.7913369207220426e-02
8.1250000000 8.6931866629955348e-02
8.1750000000 8.5963604247398170e-02
8.2250000000 8.5009515349362103e-02
8.2750000000 8.4070517970917774e-02
8.3250000000 8.3147514079308205e-02
8.3750000000 8.2241388781347444e-02
8.4250000000 8.1353009551700162e-02
8.4750000000 8.0483225482402110e-02
8.5250000000 7.9632866553945192e-02
8.5750000000 7.8802742928216402e-02
8.6250000000 7.7993644263546297e-02
8.6750000000 7.7206339052091205e-02
8.7250000000 7.6441573979742689e-02
8.7750000000 7.5700073308729465e-02
8.8250000000 7.4982538283050015e-02
8.8750000000 7.4289646556848554e-02
8.9250000000 7.3622051645824055e-02
8.9750000000 7.2980382401739874e-02
9.0250000000 7.2365242510081584e-02
9.0750000000 7.1777210010893211e-02
9.1250000000 7.1216836842804776e-02
9.1750000000 7.0684648410250156e-02
9.2250000000 7.0181143173861787e-02
9.2750000000 6.9706792264016673e-02
9.3250000000 6.9262039117500285e-02
9.3750000000 6.8847299137246271e-02
9.4250000000 6.8462959375104410e-02
9.4750000000 6.8109378237584506e-02
9.5250000000 6.7786885214521461e-02
9.5750000000 6.7495780630604657e-02
9.6250000000 6.7236335419714716e-02
9.6750000000 6.7008790922012257e-02
9.7250000000 6.6813358703724596e-02
9.7750000000 6.6650220399580212e-02
9.8250000000 6.6519527577844767e-02
9.8750000000 6.6421401627917542e-02
9.9250000000 6.6355933670452588e-02
9.9750000000 6.6323184489975914e-02
