# t=3.00
# x u
7.5250000000 9.8415080541421909e-02
7.5750000000 9.6841223300373092e-02
7.6250000000 9.5272828960961675e-02
7.6750000000 9.3711426197522180e-02
7.7250000000 9.2158527610236768e-02
7.7750000000 9.0615628346943172e-02
7.8250000000 8.9084204777831189e-02
7.8750000000 8.7565713223718561e-02
7.9250000000 8.6061588738406997e-02
7.9750000000 8.4573243945431475e-02
8.0250000000 8.3102067929332030e-02
8.0750000000 8.1649425181396770e-02
8.1250000000 8.0216654599650383e-02
8.1750000000 7.8805068542691453e-02
8.2250000000 7.7415951936819022e-02
8.2750000000 7.6050561435730399e-02
8.3250000000 7.4710124631922989e-02
8.3750000000 7.3395839318789527e-02
8.4250000000 7.2108872802261997e-02
8.4750000000 7.0850361260733463e-02
8.5250000000 6.9621409151869970e-02
8.5750000000 6.8423088664817069e-02
8.6250000000 6.7256439216207747e-02
8.6750000000 6.6122466988290024e-02
8.7250000000 6.5022144507415031e-02
8.7750000000 6.3956410261058777e-02
8.8250000000 6.2926168351493783e-02
8.8750000000 6.1932288184180492e-02
8.9250000000 6.0975604188913138e-02
8.9750000000 6.0056915571729305e-02
9.0250000000 5.9176986095579052e-02
9.0750000000 5.8336543887745465e-02
9.1250000000 5.7536281272016002e-02
9.1750000000 5.6776854623621455e-02
9.2250000000 5.6058884244986944e-02
9.2750000000 5.5382954260377509e-02
9.3250000000 5.4749612527567833e-02
9.3750000000 5.4159370564723024e-02
9.4250000000 5.3612703490742791e-02
9.4750000000 5.3110049977396559e-02
9.5250000000 5.2651812211659328e-02
9.5750000000 5.2238355866749298e-02
9.6250000000 5.1870010080465892e-02
9.6750000000 5.1547067439532045e-02
9.7250000000 5.1269783968755395e-02
9.7750000000 5.1038379123940172e-02
9.8250000000 5.0853035787603536e-02
9.8750000000 5.0713900266676562e-02
9.9250000000 5.0621082291500911e-02
9.9750000000 5.0574655015565656e-02
