# t=5.00
# x u
7.7750000000 9.6046982734829228e-02
7.8250000000 9.5344001699721875e-02
7.8750000000 9.4645707533296375e-02
7.9250000000 9.3952786685254558e-02
7.9750000000 9.3265919949933843e-02
8.0250000000 9.2585781806424489e-02
8.0750000000 9.1913039766262958e-02
8.1250000000 9.1248353729293033e-02
8.1750000000 9.0592375348272289e-02
8.2250000000 8.9945747402788240e-02
8.2750000000 8.9309103183035615e-02
8.3250000000 8.8683065883990386e-02
8.3750000000 8.8068248010503697e-02
8.4250000000 8.7465250793822863e-02
8.4750000000 8.6874663620032572e-02
8.5250000000 8.6297063470894608e-02
8.5750000000 8.5733014377548628e-02
8.6250000000 8.5183066887522654e-02
8.6750000000 8.4647757545485175e-02
8.7250000000 8.4127608388156985e-02
8.7750000000 8.3623126453784336e-02
8.8250000000 8.3134803306560673e-02
8.8750000000 8.2663114576367824e-02
8.9250000000 8.2208519514193390e-02
8.9750000000 8.1771460563564768e-02
9.0250000000 8.1352362948325527e-02
9.0750000000 8.0951634277064921e-02
9.1250000000 8.0569664164495444e-02
9.1750000000 8.0206823870059230e-02
9.2250000000 7.9863465954028462e-02
9.2750000000 7.9539923951350733e-02
9.3250000000 7.9236512063475095e-02
9.3750000000 7.8953524868380032e-02
9.4250000000 7.8691237049010737e-02
9.4750000000 7.8449903140317245e-02
9.5250000000 7.8229757295072616e-02
9.5750000000 7.8031013068634081e-02
9.6250000000 7.7853863222798164e-02
9.6750000000 7.7698479548884675e-02
9.7250000000 7.7565012710172465e-02
9.7750000000 7.7453592103794655e-02
9.8250000000 7.7364325742188170e-02
9.8750000000 7.7297300154178322e-02
9.9250000000 7.7252580305765928e-02
9.9750000000 7.7230209540670641e-02
