# t=2.00
# x u
8.1250000000 6.5712933709582644e-02
8.1750000000 6.3524155191211018e-02
8.2250000000 6.1361769630147528e-02
8.2750000000 5.9226395225924211e-02
8.3250000000 5.7118554630097448e-02
8.3750000000 5.5038675545298212e-02
8.4250000000 5.2987091515805676e-02
8.4750000000 5.0964042903265144e-02
8.5250000000 4.8969678040957046e-02
8.5750000000 4.7004054559848817e-02
8.6250000000 4.5067140879524903e-02
8.6750000000 4.3158817856990501e-02
8.7250000000 4.1278880586280209e-02
8.7750000000 3.9427040341772968e-02
8.8250000000 3.7602926658116473e-02
8.8750000000 3.5806089539696301e-02
8.9250000000 3.4036001792645661e-02
8.9750000000 3.2292061472477422e-02
9.0250000000 3.0573594440530566e-02
9.0750000000 2.8879857022553419e-02
9.1250000000 2.7210038762896467e-02
9.1750000000 2.5563265267952918e-02
9.2250000000 2.3938601132664803e-02
9.2750000000 2.2335052944102991e-02
9.3250000000 2.0751572356327911e-02
9.3750000000 1.9187059230942903e-02
9.4250000000 1.7640364837959638e-02
9.4750000000 1.6110295111803931e-02
9.5250000000 1.4595613957497219e-02
9.5750000000 1.3095046602252138e-02
9.6250000000 1.1607282987917234e-02
9.6750000000 1.0130981199894508e-02
9.7250000000 8.6647709283314590e-03
9.7750000000 7.2072569575551450e-03
9.8250000000 5.7570226798677373e-03
9.8750000000 4.3126336299594420e-03
9.9250000000 2.8726410363142480e-03
9.9750000000 1.4355853860854011e-03
