# t=3.00
# x u
5.4250000000 1.4859021516671067e-01
5.4750000000 1.4810248438749951e-01
5.5250000000 1.4756224617984365e-01
5.5750000000 1.4697002442156679e-01
5.6250000000 1.4632639132346908e-01
5.6750000000 1.4563196629728845e-01
5.7250000000 1.4488741473261774e-01
5.7750000000 1.4409344668577406e-01
5.8250000000 1.4325081548382557e-01
5.8750000000 1.4236031624717918e-01
5.9250000000 1.4142278433432451e-01
5.9750000000 1.4043909371250618e-01
6.0250000000 1.3941015525826708e-01
6.0750000000 1.3833691499196082e-01
6.1250000000 1.3722035225047835e-01
6.1750000000 1.3606147780256583e-01
6.2250000000 1.3486133191123365e-01
6.2750000000 1.3362098234786340e-01
6.3250000000 1.3234152236271732e-01
6.3750000000 1.3102406861663546e-01
6.4250000000 1.2966975907877820e-01
6.4750000000 1.2827975089532606e-01
6.5250000000 1.2685521823409412e-01
6.5750000000 1.2539735011004752e-01
6.6250000000 1.2390734819672242e-01
6.6750000000 1.2238642462856084e-01
6.7250000000 1.2083579979915898e-01
6.7750000000 1.1925670016040724e-01
6.8250000000 1.1765035602746651e-01
6.8750000000 1.1601799939447879e-01
6.9250000000 1.1436086176585222e-01
6.9750000000 1.1268017200789067e-01
7.0250000000 1.1097715422545731e-01
7.0750000000 1.0925302566826890e-01
7.1250000000 1.0750899467131586e-01
7.1750000000 1.0574625863378941e-01
7.2250000000 1.0396600204077627e-01
7.2750000000 1.0216939453184876e-01
7.3250000000 1.0035758902053879e-01
7.3750000000 9.8531719868535941e-02
7.4250000000 9.6692901118294261e-02
7.4750000000 9.4842224787569027e-02
7.5250000000 9.2980759229236182e-02
7.5750000000 9.1109547559571541e-02
7.6250000000 8.9229606157985988e-02
7.6750000000 8.7341923241027686e-02
7.7250000000 8.5447457513272734e-02
7.7750000000 8.3547136897531862e-02
7.8250000000 8.1641857346604396e-02
7.8750000000 7.9732481738611610e-02
7.9250000000 7.7819838857740187e-02
7.9750000000 7.5904722462023788e-02
8.0250000000 7.3987890439587312e-02
8.0750000000 7.2070064054573391e-02
8.1250000000 7.0151927283767568e-02
8.1750000000 6.8234126244733725e-02
8.2250000000 6.6317268716069411e-02
8.2750000000 6.4401923750188661e-02
8.3250000000 6.2488621378840557e-02
8.3750000000 6.0577852411374457e-02
8.4250000000 5.8670068325567648e-02
8.4750000000 5.6765681250639521e-02
8.5250000000 5.4865064041887783e-02
8.5750000000 5.2968550446197027e-02
8.6250000000 5.1076435357488952e-02
8.6750000000 4.9188975161006648e-02
8.7250000000 4.7306388165152716e-02
8.7750000000 4.5428855119433086e-02
8.8250000000 4.3556519816895567e-02
8.8750000000 4.1689489779293917e-02
8.9250000000 3.9827837023055625e-02
8.9750000000 3.7971598903984008e-02
9.0250000000 3.6120779038483673e-02
9.0750000000 3.4275348298961547e-02
9.1250000000 3.2435245880925570e-02
9.1750000000 3.0600380439178031e-02
9.2250000000 2.8770631290381633e-02
9.2750000000 2.6945849679163324e-02
9.3250000000 2.5125860104813911e-02
9.3750000000 2.3310461705540061e-02
9.4250000000 2.1499429697130572e-02
9.4750000000 1.9692516862809289e-02
9.5250000000 1.7889455090964217e-02
9.5750000000 1.6089956957365203e-02
9.6250000000 1.4293717348411464e-02
9.6750000000 1.2500415121885267e-02
9.7250000000 1.0709714801628918e-02
9.7750000000 8.9212683025091753e-03
9.8250000000 7.1347166819860182e-03
9.8750000000 5.3496919145615265e-03
9.9250000000 3.5658186853493251e-03
9.9750000000 1.7827161989757030e-03
