# t=5.00
# x u
4.9750000000 1.1784005183545761e-01
5.0250000000 1.1784005183545762e-01
5.0750000000 1.1780817878941462e-01
5.1250000000 1.1774444727463876e-01
5.1750000000 1.1764888642721993e-01
5.2250000000 1.1752153990500505e-01
5.2750000000 1.1736246583215761e-01
5.3250000000 1.1717173672541289e-01
5.3750000000 1.1694943940217838e-01
5.4250000000 1.1669567487066601e-01
5.4750000000 1.1641055820227994e-01
5.5250000000 1.1609421838651815e-01
5.5750000000 1.1574679816868332e-01
5.6250000000 1.1536845387073116e-01
5.6750000000 1.1495935519562028e-01
5.7250000000 1.1451968501555924e-01
5.7750000000 1.1404963914457997e-01
5.8250000000 1.1354942609589712e-01
5.8750000000 1.1301926682454397e-01
5.9250000000 1.1245939445580430e-01
5.9750000000 1.1187005399998821e-01
6.0250000000 1.1125150205412590e-01
6.0750000000 1.1060400649118025e-01
6.1250000000 1.0992784613740214e-01
6.1750000000 1.0922331043847638e-01
6.2250000000 1.0849069911512668e-01
6.2750000000 1.0773032180886896e-01
6.3250000000 1.0694249771862033e-01
6.3750000000 1.0612755522888767e-01
6.4250000000 1.0528583153027637e-01
6.4750000000 1.0441767223307165e-01
6.5250000000 1.0352343097465885e-01
6.5750000000 1.0260346902155791e-01
6.6250000000 1.0165815486685695e-01
6.6750000000 1.0068786382383660e-01
6.7250000000 9.9692977616581510e-02
6.7750000000 9.8673883968379700e-02
6.8250000000 9.7630976188711568e-02
6.8750000000 9.6564652759630720e-02
6.9250000000 9.5475316922337045e-02
6.9750000000 9.4363376264738549e-02
7.0250000000 9.3229242310793881e-02
7.0750000000 9.2073330112420346e-02
7.1250000000 9.0896057844742972e-02
7.1750000000 8.9697846405451059e-02
7.2250000000 8.8479119019015562e-02
7.2750000000 8.7240300846507537e-02
7.3250000000 8.5981818601743240e-02
7.3750000000 8.4704100174463420e-02
7.4250000000 8.3407574261237502e-02
7.4750000000 8.2092670004762835e-02
7.5250000000 8.0759816642207896e-02
7.5750000000 7.9409443163226623e-02
7.6250000000 7.8041977978246163e-02
7.6750000000 7.6657848597606090e-02
7.7250000000 7.5257481322099862e-02
7.7750000000 7.3841300945442889e-02
7.8250000000 7.2409730469161770e-02
7.8750000000 7.0963190830370337e-02
7.9250000000 6.9502100642867617e-02
7.9750000000 6.8026875951960539e-02
8.0250000000 6.6537930003382761e-02
8.0750000000 6.5035673026647284e-02
8.1250000000 6.3520512033136994e-02
8.1750000000 6.1992850629202761e-02
8.2250000000 6.0453088844503955e-02
8.2750000000 5.8901622975790630e-02
8.3250000000 5.7338845446291101e-02
8.3750000000 5.5765144680832532e-02
8.4250000000 5.4180904996785670e-02
8.4750000000 5.2586506510888809e-02
8.5250000000 5.0982325061969362e-02
8.5750000000 4.9368732149545042e-02
8.6250000000 4.7746094888250337e-02
8.6750000000 4.6114775977997666e-02
8.7250000000 4.4475133689747072e-02
8.7750000000 4.2827521866722229e-02
8.8250000000 4.1172289940875781e-02
8.8750000000 3.9509782964372325e-02
8.9250000000 3.7840341655823020e-02
8.9750000000 3.6164302460972686e-02
9.0250000000 3.4481997627507213e-02
9.0750000000 3.2793755293617513e-02
9.1250000000 3.1099899589924679e-02
9.1750000000 2.9400750754341273e-02
9.2250000000 2.7696625259414243e-02
9.2750000000 2.5987835951666802e-02
9.3250000000 2.4274692202429712e-02
9.3750000000 2.2557500069626434e-02
9.4250000000 2.0836562469951921e-02
9.4750000000 1.9112179360861573e-02
9.5250000000 1.7384647931764724e-02
9.5750000000 1.5654262803796386e-02
9.6250000000 1.3921316237521710e-02
9.6750000000 1.2186098347909796e-02
9.7250000000 1.0448897325897197e-02
9.7750000000 8.7099996658466759e-03
9.8250000000 6.9696903981935256e-03
9.8750000000 5.2282533265601804e-03
9.9250000000 3.4859712686097916e-03
9.9750000000 1.7431262999010706e-03
