# t=4.00
# x u
5.5750000000 1.2940029153412669e-01
5.6250000000 1.2893131741263292e-01
5.6750000000 1.2842464329262648e-01
5.7250000000 1.2788059378762395e-01
5.7750000000 1.2729951587530963e-01
5.8250000000 1.2668177833685412e-01
5.8750000000 1.2602777116266325e-01
5.9250000000 1.2533790492584396e-01
5.9750000000 1.2461261012474326e-01
6.0250000000 1.2385233649598119e-01
6.0750000000 1.2305755229946075e-01
6.1250000000 1.2222874357689589e-01
6.1750000000 1.2136641338545437e-01
6.2250000000 1.2047108100816249e-01
6.2750000000 1.1954328114276647e-01
6.3250000000 1.1858356307078874e-01
6.3750000000 1.1759248980855649e-01
6.4250000000 1.1657063724201509e-01
6.4750000000 1.1551859324717018e-01
6.5250000000 1.1443695679802901e-01
6.5750000000 1.1332633706393397e-01
6.6250000000 1.1218735249819967e-01
6.6750000000 1.1102062991997878e-01
6.7250000000 1.0982680359129102e-01
6.7750000000 1.0860651429115505e-01
6.8250000000 1.0736040838876368e-01
6.8750000000 1.0608913691763933e-01
6.9250000000 1.0479335465269801e-01
6.9750000000 1.0347371919213894e-01
7.0250000000 1.0213089004605913e-01
7.0750000000 1.0076552773367278e-01
7.1250000000 9.9378292890989040e-02
7.1750000000 9.7969845390774218e-02
7.2250000000 9.6540843476590463e-02
7.2750000000 9.5091942912666622e-02
7.3250000000 9.3623796151316233e-02
7.3750000000 9.2137051519573493e-02
7.4250000000 9.0632352426669935e-02
7.4750000000 8.9110336593923228e-02
7.5250000000 8.7571635308555287e-02
7.5750000000 8.6016872702898400e-02
7.6250000000 8.4446665060388004e-02
7.6750000000 8.2861620149676490e-02
7.7250000000 8.1262336588135975e-02
7.7750000000 7.9649403235949365e-02
7.8250000000 7.8023398621917095e-02
7.8750000000 7.6384890402033501e-02
7.9250000000 7.4734434851811249e-02
7.9750000000 7.3072576393254110e-02
8.0250000000 7.1399847157299356e-02
8.0750000000 6.9716766582470058e-02
8.1250000000 6.8023841050395578e-02
8.1750000000 6.6321563558774471e-02
8.2250000000 6.4610413432270489e-02
8.2750000000 6.2890856071746493e-02
8.3250000000 6.1163342742155596e-02
8.3750000000 5.9428310399322580e-02
8.4250000000 5.7686181555762134e-02
8.4750000000 5.5937364185593828e-02
8.5250000000 5.4182251668527581e-02
8.5750000000 5.2421222772807120e-02
8.6250000000 5.0654641676913262e-02
8.6750000000 4.8882858029743972e-02
8.7250000000 4.7106207048904322e-02
8.7750000000 4.5325009656655840e-02
8.8250000000 4.3539572652993332e-02
8.8750000000 4.1750188925236520e-02
8.9250000000 3.9957137693444805e-02
8.9750000000 3.8160684790885933e-02
9.0250000000 3.6361082978714362e-02
9.0750000000 3.4558572293940638e-02
9.1250000000 3.2753380429702564e-02
9.1750000000 3.0945723146779056e-02
9.2250000000 2.9135804715221154e-02
9.2750000000 2.7323818384910173e-02
9.3250000000 2.5509946883791320e-02
9.3750000000 2.3694362942472326e-02
9.4250000000 2.1877229843820501e-02
9.4750000000 2.0058701996138614e-02
9.5250000000 1.8238925528450002e-02
9.5750000000 1.6418038906376536e-02
9.6250000000 1.4596173567049491e-02
9.6750000000 1.2773454571453277e-02
9.7250000000 1.0950001272564954e-02
9.7750000000 9.1259279976194721e-03
9.8250000000 7.3013447428005151e-03
9.8750000000 5.4763578786309070e-03
9.9250000000 3.6510708643138182e-03
9.9750000000 1.8255849692573730e-03
